Bezirk;Anrede;KdgBezeichnung;KdgAdrPLZ;KdgAdrOrt;Gruppen;Tel;KdgAdrStr;DST
Korneuburg;NÖ Landeskindergarten;Korneuburg, KG IV;2100;Korneuburg;3;02262/7704282;Generationenweg 1;309111
Korneuburg;NÖ Landeskindergarten;Enzersfeld im Weinviertel, Königsbrunn;2202;Königsbrunn im Weinviertel;2;02262/60331;Enzersfelder Straße 30;309112
Korneuburg;NÖ Landeskindergarten;Gerasdorf, Oberlisse;2201;Gerasdorf;8;02246/3108;Schulgasse 6;309204
Korneuburg;NÖ Landeskindergarten;Gerasdorf, Kapellerfeld;2201;Kapellerfeld;7;02246/2947;Schillergasse 27;309205
Korneuburg;NÖ Landeskindergarten;Gerasdorf, Seyring;2201;Seyring;3;02246/80320;Rechte Dorfstraße 38;309206
Korneuburg;NÖ Landeskindergarten;Gerasdorf;2201;Gerasdorf;4;02246/20440;Kuhngasse 6;309249
Krems;NÖ Landeskindergarten;Albrechtsberg an der Großen Krems;3613;Albrechtsberg an der Großen Krems;2;02876/318;Albrechtsberg 62;310001
Krems;NÖ Landeskindergarten;Dürnstein, Unter-Loiben;3601;Unter-Loiben 49;1;02732/74839;;310002
Krems;NÖ Landeskindergarten;Grafenegg, Engabrunn;3492;Engabrunn;2;02735/2385;Kirchengasse 10a;310003
Krems;NÖ Landeskindergarten;Grafenegg, Etsdorf;3492;Etsdorf;2;02735/2472;Rathausstraße 18;310004
Krems;NÖ Landeskindergarten;Grafenegg, Haitzendorf;3485;Haitzendorf;2;02735/5190;Kindergartenweg 6;310005
Krems;NÖ Landeskindergarten;Gedersdorf, Brunn im Felde;3494;Brunn im Felde;5;02735/8267;Kindergartenstraße 1;310006
Krems;NÖ Landeskindergarten;Gföhl;3542;Gföhl;6;02716/6242;Kreuzgasse 20;310007
Krems;NÖ Landeskindergarten;Hadersdorf-Kammern;3493;Hadersdorf;3;02735/5270;Kindergartenstraße 2;310008
Krems;NÖ Landeskindergarten;Krumau am Kamp;3543;Krumau 38;1;0660/4890169;Krumau 38;310009
Krems;NÖ Landeskindergarten;Langenlois, Schiltern;3553;Schiltern;1;02734/8232;Schulgasse 8;310010
Krems;NÖ Landeskindergarten;Langenlois, Haindorf;3550;Haindorf;3;02734/3129;Hochedlingergasse 33;310011
Krems;NÖ Landeskindergarten;Langenlois;3550;Langenlois;5;02734/2166;Franziskanerplatz 9;310012
Krems;NÖ Landeskindergarten;Langenlois, Zöbing am Kamp;3561;Zöbing am Kamp;1;02734/2900;Pfarrplatz 7;310013
Krems;NÖ Landeskindergarten;Lengenfeld;3552;Lengenfeld;3;02719/2127;Kremserstraße 13a;310014
Krems;NÖ Landeskindergarten;Lichtenau im Waldviertel;3522;Lichtenau 64b;4;02718/300;;310015
Krems;NÖ Landeskindergarten;Maria Laach;3643;Maria  Laach;2;02712/824330;Maria Laach 70;310016
Krems;NÖ Landeskindergarten;Mautern an der Donau;3512;Mautern an der Donau;5;02732/81102;Vikasstraße 1;310017
Krems;NÖ Landeskindergarten;Mühldorf, Niederranna;3622;Niederranna 18;1;02713/822433;;310018
Krems;NÖ Landeskindergarten;Paudorf, Eggendorf;3508;Eggendorf;4;02736/7360;Landstraße 1;310019
Krems;NÖ Landeskindergarten;Rastenfeld;3532;Rastenfeld;3;02826/7277;Rastenfeld 63;310020
Krems;NÖ Landeskindergarten;Rohrendorf bei Krems;3495;Rohrendorf bei Krems;5;02732/83751;Untere Hauptstraße 26;310021
Krems;NÖ Landeskindergarten;Rossatz-Arnsdorf;3602;Rossatz;2;02714/6237;Rossatz 12;310022
Krems;NÖ Landeskindergarten;St. Leonhard am Hornerwald;3572;St. Leonhard am Hornerwald;2;02987/2559;St. Leonhard 135;310023
Krems;NÖ Landeskindergarten;Schönberg am Kamp;3562;Schönberg am Kamp;4;02733/61396;Kirchenstraße 8;310024
Krems;NÖ Landeskindergarten;Senftenberg;3541;Senftenberg;3;02719/24561;Hofgarten 3;310025
Krems;NÖ Landeskindergarten;Spitz an der Donau;3620;Spitz an der Donau;2;02713/2559;Auf der Wehr 25;310026
Krems;NÖ Landeskindergarten;Straß im Straßertale;3491;Straß im Straßertale;4;02735/5100;Sauerbrunngasse 44;310027
Krems;NÖ Landeskindergarten;Droß;3552;Droß;3;02719/2311;Kirchenweg 200;310028
Krems;NÖ Landeskindergarten;Weißenkirchen in der Wachau;3610;Weißenkirchen in der Wachau;2;02715/2390;Landstraße 311;310030
Krems;NÖ Landeskindergarten;Aggsbach Markt;3641;Aggsbach Markt;1;02712/777;Aggsbach Markt 160;310031
Krems;NÖ Landeskindergarten;Furth bei Göttweig;3511;Furth bei Göttweig;3;02732/84860;St. Wolfgangweg 223;310032
Krems;NÖ Landeskindergarten;Weinzierl am Walde, Nöhagen;3521;Nöhagen;2;02717/8282;Nöhagen 58;310034
Krems;NÖ Landeskindergarten;Bergern im Dunkelsteinerwald, Oberbergern;3512;Oberbergern;2;02714/7200;Oberbergern 129;310035
Krems;NÖ Landeskindergarten;Mühldorf, Trandorf;3622;Trandorf;1;02713/78340;Dorfstraße 13;310038
Krems;NÖ Landeskindergarten;Jaidhof;3542;Jaidhof;2;02716/635016;Jaidhof 11;310039
Krems;NÖ Landeskindergarten;Langenlois, Gobelsburg;3550;Gobelsburg;2;02734/4959;Hauptstraße 30;310040
Krems;NÖ Landeskindergarten;Furth bei Göttweig;3511;Furth bei Göttweig;2;02732/84860;St. Wolfgangweg 550;310103
Krems;NÖ Landeskindergarten;Paudorf, II;3508;Paudorf;1;02736/61082;Kremser Straße 115;310106
Lilienfeld;NÖ Landeskindergarten;Eschenau;3153;Eschenau;2;02762/67232;Kirchenweg 5;311002
Lilienfeld;NÖ Landeskindergarten;Hainfeld;3170;Hainfeld;4;02764/2510;Schulgasse 16;311003
Lilienfeld;NÖ Landeskindergarten;Hohenberg;3192;Hohenberg;3;02767/8221;Obere Hauptstraße 5a;311004
Lilienfeld;NÖ Landeskindergarten;Kaumberg;2572;Kaumberg;2;02765/422;Markt 150;311005
Lilienfeld;NÖ Landeskindergarten;Kleinzell;3171;Kleinzell;2;02766/650;Kleinzell 26;311006
Lilienfeld;NÖ Landeskindergarten;Lilienfeld;3180;Klosterrotte;2;02762/52026;Klosterrotte 6;311007
Lilienfeld;NÖ Landeskindergarten;Lilienfeld;3180;Lilienfeld;1;02762/53187;Marktlerstraße 35;311008
Lilienfeld;NÖ Landeskindergarten;Lilienfeld, Schrambach;3180;Schrambach;1;02762/52666;Zögersbachstraße 13;311009
Lilienfeld;NÖ Landeskindergarten;Mitterbach;3224;Mitterbach;1;03882/3018;Seestraße 43 A;311010
Lilienfeld;NÖ Landeskindergarten;Rohrbach an der Gölsen;3163;Rohrbach an der Gölsen;3;02764/2530;Schulstraße 8;311011
Lilienfeld;NÖ Landeskindergarten;St. Aegyd am Neuwalde;3193;St. Aegyd am Neuwalde;3;02768/2424;Pfarrsiedlung 2;311012
Lilienfeld;NÖ Landeskindergarten;St. Veit an der Gölsen;3161;St. Veit an der Gölsen;4;02763/2461;Hauptstraße 5;311013
Lilienfeld;NÖ Landeskindergarten;Traisen;3160;Traisen;2;02762/62925;Teichmanngasse 1a;311016
Lilienfeld;NÖ Landeskindergarten;Türnitz;3184;Türnitz;2;02769/8397;Pyrkerstraße 1;311017
Lilienfeld;NÖ Landeskindergarten;Ramsau;3172;Ramsau;1;02764/8604;Oberdörfl 13;311018
Lilienfeld;NÖ Landeskindergarten;Eschenau, Rotheau;3153;Rotheau;1;02762/68070;Kindergartenweg 7;311021
Lilienfeld;NÖ Landeskindergarten;Traisen;3160;Traisen;3;02762/65726;Franz-Lettner-Gasse 10;311022
Lilienfeld;NÖ Landeskindergarten;Traisen;3160;Traisen;1;02762/62051;Kirchengasse 3;311100
Lilienfeld;NÖ Landeskindergarten;St. Veit an der Gölsen, Rainfeld;3162;St. Veit an der Gölsen;2;02763/25001;Rainfelder Hauptstraße 44;311101
Lilienfeld;NÖ Landeskindergarten;Türnitz;3184;Türnitz;1;02769/71112;Unterer Markt 15;311104
Melk;NÖ Landeskindergarten;Artstetten-Pöbring;3661;Artstetten;2;07413/8530;Schulstraße 3;312001
Melk;NÖ Landeskindergarten;Bischofstetten;3232;Bischofstetten;2;02748/8262;Kirchenplatz 6;312003
Melk;NÖ Landeskindergarten;Blindenmarkt, KG I;3372;Blindenmarkt;2;07473/2273;Mühlhausergasse 7;312004
Melk;NÖ Landeskindergarten;Dorfstetten;4392;Dorfstetten;1;07260/8283;Forstamt 8;312005
Melk;NÖ Landeskindergarten;Dunkelsteinerwald, Gansbach;3122;Gansbach;2;02752/824650;Himbergerstraße 8;312006
Melk;NÖ Landeskindergarten;Dunkelsteinerwald, Mauer;3382;Mauer;3;02754/30113;Kirchengasse 3;312007
Melk;NÖ Landeskindergarten;Emmersdorf an der Donau;3644;Emmersdorf an der Donau;4;02752/210031;Emmersdorf 191;312008
Melk;NÖ Landeskindergarten;Erlauf;3253;Erlauf;2;02757/6324;Kindergartenweg 2;312009
Melk;NÖ Landeskindergarten;Golling an der Erlauf, Neuda;3381;Neuda;3;02757/2844;Neudastraße  6;312010
Melk;NÖ Landeskindergarten;Hofamt Priel;3681;Hofamt Priel;4;07412/52483;Kindergartengasse 4;312011
Melk;NÖ Landeskindergarten;Hürm;3383;Hürm;3;02754/8220;Sonnenweg 10;312013
Melk;NÖ Landeskindergarten;Kilb;3233;Kilb;4;02748/7444;Bürgerwaldstraße 9;312014
Melk;NÖ Landeskindergarten;Kilb, Kettenreith;3233;Kettenreith 24;1;02748/7774;;312015
Melk;NÖ Landeskindergarten;Kirnberg an der Mank;3241;Kirnberg an der Mank;2;02755/44186;Hauptstraße 4;312016
Melk;NÖ Landeskindergarten;Klein-Pöchlarn;3660;Klein-Pöchlarn;2;07413/822721;Schulstraße 2;312017
Melk;NÖ Landeskindergarten;Krummnußbaum a.d.Westbahn;3375;Krummnußbaum a.d.Westbahn;3;02757/2663;Eduard Fenzl-Straße 5;312018
Melk;NÖ Landeskindergarten;Leiben;3652;Leiben;3;02752/72160;Hauptstraße 5;312019
Melk;NÖ Landeskindergarten;Loosdorf, KG I;3382;Loosdorf;5;02754/7570;Im Park 3;312020
Melk;NÖ Landeskindergarten;Loosdorf, KG II;3382;Loosdorf;3;02754/6122;Kindergartenstraße 2;312021
Melk;NÖ Landeskindergarten;Mank;3240;Mank;5;02755/2240;Römerweg 4;312022
Melk;NÖ Landeskindergarten;Marbach an der Donau;3671;Marbach an der Donau;1;07413/704576;Marktstraße 26;312023
Melk;NÖ Landeskindergarten;Marbach an der Donau, Krummnußbaum I;3671;Krummnußbaum a.d. Donauuferbahn;1;07413/7780;Bahnstraße 4;312024
Melk;NÖ Landeskindergarten;Maria Taferl;3672;Maria Taferl;2;07413/704015;Maria Taferl 35;312025
Melk;NÖ Landeskindergarten;Melk, Abt-Reginald, KG II;3390;Melk;4;02752/21100 - 6720;Abt Karl-Straße 44;312026
Melk;NÖ Landeskindergarten;Melk, KG I;3390;Melk;2;02752/51881;Bahnhofstraße 2;312027
Melk;NÖ Landeskindergarten;Melk, Pielach, KG III;3390;Pielach;4;02752/51664;Kindergartenstraße 10;312028
Melk;NÖ Landeskindergarten;Münichreith-Laimbach, Laimbach;3663;Laimbach 142;2;02758/5412;;312029
Melk;NÖ Landeskindergarten;Münichreith-Laimbach, Münichreith;3662;Münichreith 72;2;07413/6817;;312030
Melk;NÖ Landeskindergarten;Neumarkt an der Ybbs, KG I;3371;Neumarkt an der Ybbs;2;07412/52642-20;Rathausstraße 2;312031
Melk;NÖ Landeskindergarten;Nöchling;3691;Nöchling;3;07414/7680;Oberer Markt 5;312033
Melk;NÖ Landeskindergarten;Persenbeug-Gottsdorf, Persenbeug;3680;Persenbeug;4;07412/52239;Schubertstraße 23;312034
Melk;NÖ Landeskindergarten;Petzenkirchen;3252;Petzenkirchen;3;07416/52855;Pollnbergstraße 2;312035
Melk;NÖ Landeskindergarten;Pöchlarn;3380;Pöchlarn;4;02757/2454;Severingasse 4;312036
Melk;NÖ Landeskindergarten;Pöchlarn, Brunn an der Erlauf;3380;Brunn an der Erlauf;4;02757/4500;Pfadfinderweg 1;312037
Melk;NÖ Landeskindergarten;Pöggstall;3650;Pöggstall;3;02758/2362;Brennfeldstraße 5;312039
Melk;NÖ Landeskindergarten;Pöggstall, Neukirchen am Ostrong;3650;Neukirchen am Ostrong;2;02758/2621;Neukirchen/Ostrong 20;312040
Melk;NÖ Landeskindergarten;Raxendorf, Heiligenblut;3653;Heiligenblut 22;2;02758/7137;;312041
Melk;NÖ Landeskindergarten;Ruprechtshofen;3244;Ruprechtshofen;5;02756/2555;Kirchenplatz 2;312042
Melk;NÖ Landeskindergarten;St. Leonhard am Forst;3243;St. Leonhard am Forst;5;02756/2120;Parkstraße 24;312043
Melk;NÖ Landeskindergarten;St. Martin-Karlsbach, St. Martin;3376;St. Martin - Karlsbach;3;07412/56700;Lindenstraße 5;312044
Melk;NÖ Landeskindergarten;St. Oswald;3684;St. Oswald;3;07415/7354;Untere Hauptstraße 10;312045
Melk;NÖ Landeskindergarten;Schönbühel-Aggsbach, Schönbühel;3392;Schönbühel;1;02752/8235;Nr.  129;312046
Melk;NÖ Landeskindergarten;Texingtal;3242;Texing;4;02755/7241;Texing 19A;312047
Melk;NÖ Landeskindergarten;Weiten;3653;Weiten;2;02758/801080;Schulstraße 11/2;312048
Melk;NÖ Landeskindergarten;Ybbs an der Donau;3370;Ybbs an der Donau;4;07412/55527;P. Roseggerpromenade 7;312049
Melk;NÖ Landeskindergarten;Ybbs an der Donau;3370;Ybbs an der Donau;5;07412/59006;Sportplatzstraße 13;312050
Melk;NÖ Landeskindergarten;Yspertal, Altenmarkt;3683;Altenmarkt;4;07415/7326;Am Campus 4;312051
Melk;NÖ Landeskindergarten;Zelking-Matzleinsdorf, Matzleinsdorf;3393;Matzleinsdorf;3;0676/4779011;Kindergartenstraße 4;312053
Melk;NÖ Landeskindergarten;Blindenmarkt, KG II;3372;Blindenmarkt;4;07473/2026240;Lindenstraße 20;312055
Melk;NÖ Landeskindergarten;Loosdorf, KG III;3382;Loosdorf;1;02754/2250;Rohrerstraße 35-37;312062
Melk;NÖ Landeskindergarten;Bergland;3254;Bergland;4;07416/54900/20;Bergland 2;312063
Melk;NÖ Landeskindergarten;Marbach an der Donau, Krummnußbaum II;3671;Krummnußbaum a.d. Donauuferbahn;1;07413/6102;Ötscherblickstraße 22/3;312071
Melk;NÖ Landeskindergarten;Erlauf;3253;Erlauf;1;02757/56069;Kirchenplatz 3;312101
Melk;NÖ Landeskindergarten;Neumarkt an der Ybbs, KG II;3371;Neumarkt an der Ybbs;3;07412/54467;Am Mühlenweg 8;312111
Melk;NÖ Landeskindergarten;Kirnberg an der Mank, Pfarrhof;3241;Kirnberg an der Mank;1;0664/88679841;Kirchenweg 1;312112
Mistelbach;NÖ Landeskindergarten;Altlichtenwarth;2144;Altlichtenwarth;1;02533/801728;Kindergartenstraße 423;313001
Mistelbach;NÖ Landeskindergarten;Asparn/Zaya;2151;Asparn a.d. Zaya;4;02577/84044;Schulgasse 8;313002
Mistelbach;NÖ Landeskindergarten;Bernhardsthal;2275;Bernhardsthal;2;0676/7979613;Museumgasse 60;313003
Mistelbach;NÖ Landeskindergarten;Bockfließ;2213;Bockfließ;3;02288/2524;Hochfeldstraße 5;313004
Mistelbach;NÖ Landeskindergarten;Drasenhofen;2165;Drasenhofen;3;02554/6372;Kindergartengasse 8;313005
Mistelbach;NÖ Landeskindergarten;Falkenstein;2162;Falkenstein;1;02554/6843;Falkenstein 182;313006
Mistelbach;NÖ Landeskindergarten;Fallbach;2133;Fallbach;1;02524/8484;Fallbach 111;313008
Mistelbach;NÖ Landeskindergarten;Gaubitsch;2154;Gaubitsch;2;02522/88156;Gaubitsch 121;313009
Mistelbach;NÖ Landeskindergarten;Unterstinkenbrunn, Kloster St. Josefsheim;2154;Unterstinkenbrunn;1;02526/6659;Georg-Thorn-Gasse 2;313010
Mistelbach;NÖ Landeskindergarten;Gaweinstal;2191;Gaweinstal;6;02574/2364;Kirchenplatz 2;313011
Mistelbach;NÖ Landeskindergarten;Gaweinstal, Martinsdorf;2223;Martinsdorf;1;02574/8875;Morandusplatz 1;313012
Mistelbach;NÖ Landeskindergarten;Gaweinstal, Schrick;2191;Schrick;1;02574/2121;Sommergasse 4;313013
Mistelbach;NÖ Landeskindergarten;Gnadendorf, Wenzersdorf 40;2152;Gnadendorf;2;02525/6148;;313014
Mistelbach;NÖ Landeskindergarten;Großebersdorf, Manhartsbrunn;2203;Manhartsbrunn;1;02245/83624;Kirchengasse 2;313015
Mistelbach;NÖ Landeskindergarten;Großebersdorf;2203;Großebersdorf;3;02245/6757;Am Sandgraben 1;313016
Mistelbach;NÖ Landeskindergarten;Großengersdorf;2212;Großengersdorf;3;02245/88255;Bahngasse 14;313017
Mistelbach;NÖ Landeskindergarten;Großharras;2034;Großharras;1;02526/6360;Im Winkel 5;313018
Mistelbach;NÖ Landeskindergarten;Großkrut;2143;Großkrut;2;02556/7403;Schulstraße 12;313020
Mistelbach;NÖ Landeskindergarten;Hausbrunn;2145;Hausbrunn;2;02533/801922;Bahnstraße 394;313021
Mistelbach;NÖ Landeskindergarten;Herrnbaumgarten;2171;Herrnbaumgarten;2;02555/2164;Hauptstraße 50;313022
Mistelbach;NÖ Landeskindergarten;Hochleithen, Traunfeld;2123;Traunfeld;2;02245/89202;Kurt Sowinetz-Gasse 1;313023
Mistelbach;NÖ Landeskindergarten;Kreuttal, Hautzendorf;2123;Hautzendorf;1;02245/89189;Hauptstraße 97;313024
Mistelbach;NÖ Landeskindergarten;Kreuzstetten, Niederkreuzstetten;2124;Niederkreuzstetten;3;02263/8560;Schulstraße 25;313025
Mistelbach;NÖ Landeskindergarten;"Laa an der Thaya, ""Ostbahnhof""";2136;Laa an der Thaya;5;02522/2574;Kindergartenstraße 5-7;313026
Mistelbach;NÖ Landeskindergarten;Laa an der Thaya;2136;Laa an der Thaya;3;02522/2538;Wehrgartenstraße 23;313027
Mistelbach;NÖ Landeskindergarten;Laa an der Thaya, Hanfthal;2136;Hanfthal;1;02522/84240;Hanfthal 66;313028
Mistelbach;NÖ Landeskindergarten;Laa an der Thaya, Kottingneusiedl;2135;Kottingneusiedl 47;1;02522/7254;;313029
Mistelbach;NÖ Landeskindergarten;Laa an der Thaya, Wulzeshofen;2064;Wulzeshofen 56;1;02527/301;;313030
Mistelbach;NÖ Landeskindergarten;Ladendorf;2126;Ladendorf;5;02575/2470;Derschstraße 1;313031
Mistelbach;NÖ Landeskindergarten;Mistelbach an der Zaya, Am Schloßberg;2130;Mistelbach an der Zaya;4;02572/2515/6220;Franziskusgasse 2;313032
Mistelbach;NÖ Landeskindergarten;Mistelbach an der Zaya, Stadt;2130;Mistelbach an der Zaya;3;02572/2515/6210;Gewerbeschulgasse 4;313033
Mistelbach;NÖ Landeskindergarten;Mistelbach an der Zaya, Eibesthal;2130;Eibesthal;1;02572/20081;Passionsweg 9;313034
Mistelbach;NÖ Landeskindergarten;Mistelbach an der Zaya, Kettlasbrunn;2192;Kettlasbrunn 176;1;02573/2364;Kettlasbrunner Hauptstraße 12;313035
Mistelbach;NÖ Landeskindergarten;Mistelbach an der Zaya, Lanzendorf;2130;Lanzendorf;1;02572/2515/233;Schrickerstraße 6;313036
Mistelbach;NÖ Landeskindergarten;Mistelbach an der Zaya, Paasdorf;2130;Paasdorf;1;02572/32115;Zur Kirche 18;313037
Mistelbach;NÖ Landeskindergarten;Neudorf bei Staatz;2135;Neudorf bei Staatz;3;02523/8584;Neudorf 307;313038
Mistelbach;NÖ Landeskindergarten;Niederleis;2116;Niederleis;1;02576/3377;Kellergasse 266;313039
Mistelbach;NÖ Landeskindergarten;Pillichsdorf;2211;Pillichsdorf;3;02245/88088;Sechshauserstraße 1;313040
Mistelbach;NÖ Landeskindergarten;Poysdorf;2170;Poysdorf;3;02552/2186;Wienerstraße 22;313041
Mistelbach;NÖ Landeskindergarten;Poysdorf, Kleinhadersdorf;2170;Kleinhadersdorf;2;02552/3166;Landesstraße 1;313042
Mistelbach;NÖ Landeskindergarten;Poysdorf, Poysbrunn;2161;Poysbrunn;1;02554/6155;Schloßstraße 23;313043
Mistelbach;NÖ Landeskindergarten;Poysdorf, Walterskirchen;2170;Walterskirchen;2;02552/2603;Hauptplatz 4;313044
Mistelbach;NÖ Landeskindergarten;Poysdorf, Wetzelsdorf;2170;Wetzelsdorf;2;02552/2101;Schulgasse 12;313045
Mistelbach;NÖ Landeskindergarten;Rabensburg;2274;Rabensburg;2;02535/3694;Zayastraße 1;313046
Mistelbach;NÖ Landeskindergarten;Schrattenberg;2172;Schrattenberg;2;02555/24632;Am Bach 6;313047
Mistelbach;NÖ Landeskindergarten;Staatz, Kautendorf;2134;Kautendorf;2;02524/2455;Am Hufeisen 32;313048
Mistelbach;NÖ Landeskindergarten;Stronsdorf;2153;Stronsdorf;2;02526/7261;Stronsdorf 266;313049
Mistelbach;NÖ Landeskindergarten;Stronsdorf, Patzmannsdorf;2153;Patzmannsdorf 2;1;02526/6766;;313050
Mistelbach;NÖ Landeskindergarten;Ulrichskirchen-Schleinbach, Kronberg;2123;Kronberg;1;02245/5470;Hauptstraße 32;313051
Mistelbach;NÖ Landeskindergarten;Ulrichskirchen-Schleinbach, Schleinbach;2123;Schleinbach;2;02245/4371;Hauptstraße 7;313052
Mistelbach;NÖ Landeskindergarten;Ulrichskirchen-Schleinbach, Ulrichskirchen;2122;Ulrichskirchen;2;02245/3540;Bahnstraße 10;313053
Mistelbach;NÖ Landeskindergarten;Wildendürnbach;2164;Neuruppersdorf;3;02523/8252/30;Neuruppersdorf 143;313054
Mistelbach;NÖ Landeskindergarten;Wilfersdorf;2193;Wilfersdorf;2;02573/2757;Neustiftgasse 2;313055
Mistelbach;NÖ Landeskindergarten;Wilfersdorf, Bullendorf;2193;Bullendorf;3;02573/2758;Lundenburgerstraße 67;313056
Mistelbach;NÖ Landeskindergarten;Wolkersdorf;2120;Wolkersdorf;2;02245/2428;Mittelstraße 40;313057
Mistelbach;NÖ Landeskindergarten;Wolkersdorf, Lourdkloster;2120;Wolkersdorf;3;02245/82688;Johannesgasse 20a;313058
Mistelbach;NÖ Landeskindergarten;Wolkersdorf, Münichsthal;2122;Münichsthal;2;02245/3170;Hauptstraße 56;313059
Mistelbach;NÖ Landeskindergarten;Wolkersdorf, Obersdorf;2120;Obersdorf;4;02245/2345;Hauptstraße 56;313060
Mistelbach;NÖ Landeskindergarten;Kreuttal, Unterolberndorf;2123;Unterolberndorf;1;02245/89663;Kirchenplatz 4;313063
Mistelbach;NÖ Landeskindergarten;Ottenthal, Guttenbrunn;2163;Guttenbrunn 73;1;02554/8182;;313065
Mistelbach;NÖ Landeskindergarten;Mistelbach an der Zaya;2130;Mistelbach an der Zaya;3;02572/2515/6240;Erich Bärtl Straße 1;313103
Mistelbach;NÖ Landeskindergarten;Staatz, Wultendorf;2134;Staatz;1;02524/20035;Wultendorf 116;313104
Mistelbach;NÖ Landeskindergarten;Mistelbach an der Zaya, Hörersdorf;2132;Hörersdorf;2;02524/2460;Am Kirchenberg 32;313105
Mistelbach;NÖ Landeskindergarten;Wolkersdorf;2120;Wolkersdorf;6;02245/20276;Kindergartenweg 7;313106
Mistelbach;NÖ Landeskindergarten;Mistelbach an der Zaya;2130;Mistelbach an der Zaya;4;02572/2515-6200;Adolf Schärf-Straße 1;313107
Mödling;NÖ Landeskindergarten;Achau;2481;Achau;3;02236/71240;Kurt Stepancik-Platz 3;314001
Mödling;NÖ Landeskindergarten;Biedermannsdorf;2362;Biedermannsdorf;6;02236/72744;Schulweg 3;314002
Mödling;NÖ Landeskindergarten;Breitenfurt;2384;Breitenfurt;1;02239/4416;Schloßallee 4;314005
Mödling;NÖ Landeskindergarten;Breitenfurt;2384;Breitenfurt;2;02239/2366;Kardinal-Piffl-Platz 1;314006
Mödling;NÖ Landeskindergarten;Brunn am Gebirge, Klosterkindergarten;2345;Brunn am Gebirge;4;02236/35333;Anton-Seidlgasse 3;314007
Mödling;NÖ Landeskindergarten;Brunn am Gebirge;2345;Brunn am Gebirge;4;02236/35700;Wienerstraße 30;314008
Mödling;NÖ Landeskindergarten;Gießhübl;2372;Gießhübl;3;02236/26464/10;Hauptstraße 73a;314009
Mödling;NÖ Landeskindergarten;Gumpoldskirchen;2352;Gumpoldskirchen;8;02252/63044;Parkweg 10;314010
Mödling;NÖ Landeskindergarten;Guntramsdorf;2353;Guntramsdorf;3;02236/53501/131;Pfarrgasse 9;314012
Mödling;NÖ Landeskindergarten;Guntramsdorf, Neu Guntramsdorf;2353;Guntramsdorf;3;02236/304197;Dr. Karl Rennerstraße 11a;314013
Mödling;NÖ Landeskindergarten;Hinterbrühl;2371;Hinterbrühl;5;02236/26749;Gießhübler Straße 12;314014
Mödling;NÖ Landeskindergarten;Hinterbrühl;2371;Hinterbrühl;3;02236/48013;Rudolf Schmidtweg 31;314015
Mödling;NÖ Landeskindergarten;Kaltenleutgeben;2391;Kaltenleutgeben;6;02238/71597;Hauptstraße 89;314016
Mödling;NÖ Landeskindergarten;Laab im Walde;2381;Laab im Walde;2;02239/2206-20;Schulgasse 2;314017
Mödling;NÖ Landeskindergarten;Laxenburg;2361;Laxenburg;4;02236/72142;Friedrich-Rauchgasse 14;314018
Mödling;NÖ Landeskindergarten;Maria Enzersdorf;2344;Maria Enzersdorf;2;0676/88403613;Mariazellergasse 5;314019
Mödling;NÖ Landeskindergarten;Maria Enzersdorf;2344;Maria Enzersdorf;4;0676 88403 700;Theißplatz 6;314021
Mödling;NÖ Landeskindergarten;Mödling;2340;Mödling;2;02236/41562;Brühlerstraße 19;314022
Mödling;NÖ Landeskindergarten;Mödling, Josefsheim;2340;Mödling;4;02236/41547;Eisentorgasse 1;314023
Mödling;NÖ Landeskindergarten;Mödling;2340;Mödling;5;02236/42556;Hyrtlstraße 2;314025
Mödling;NÖ Landeskindergarten;Mödling;2340;Mödling;4;02236/46107;Lerchengasse 17;314026
Mödling;NÖ Landeskindergarten;Mödling;2340;Mödling;5;02236/45394;Spechtgasse 41;314027
Mödling;NÖ Landeskindergarten;Mödling, Vorderbrühl;2340;Vorderbrühl;2;02236/44733;Brühlerstraße 106 A;314028
Mödling;NÖ Landeskindergarten;Münchendorf;2482;Münchendorf;2;02259/2263;Hauptstraße 32;314029
Mödling;NÖ Landeskindergarten;Perchtoldsdorf;2380;Perchtoldsdorf;5;01/8691689;Hochstraße 28;314030
Mödling;NÖ Landeskindergarten;Perchtoldsdorf;2380;Perchtoldsdorf;8;01/8692387;Seb.-Kneippgasse 2-18;314032
Mödling;NÖ Landeskindergarten;Vösendorf, Schlosspark;2331;Vösendorf;5;01/6994450;Jordanstraße 98;314033
Mödling;NÖ Landeskindergarten;Wr. Neudorf;2351;Wr. Neudorf;5;02236/62373;Europaplatz 4;314034
Mödling;NÖ Landeskindergarten;Gaaden;2531;Gaaden;3;02237/7243;Hauptstraße 17;314036
Mödling;NÖ Landeskindergarten;Wienerwald, Grub;2392;Grub;6;02258/8322;Hauptstraße 52;314037
Mödling;NÖ Landeskindergarten;Laxenburg;2361;Laxenburg;1;02236/72589;Hofstraße 12;314038
Mödling;NÖ Landeskindergarten;Breitenfurt;2384;Breitenfurt;5;02239/2335;Josef Edlingergasse 4;314039
Mödling;NÖ Landeskindergarten;Guntramsdorf;2353;Guntramsdorf;3;02236/53501/134;Rohrgasse 6;314040
Mödling;NÖ Landeskindergarten;Hennersdorf;2332;Hennersdorf;3;02235/81822;Achauer Straße 2a;314041
Mödling;NÖ Landeskindergarten;Wr. Neudorf;2351;Wr. Neudorf;5;02236/45276;Reisenbauerring 9;314046
